aX,aY,aZ,gX,gY,gZ
-1.159,3.305,-0.661,203.796,-96.252,22.278
-1.089,3.440,-0.689,157.410,-137.146,4.211
-0.937,3.278,-0.526,106.445,-183.472,-19.470
-0.674,2.952,-0.252,46.326,-216.980,-40.833
-0.398,2.433,-0.101,-15.564,-231.079,-58.655
-0.159,1.910,-0.013,-61.035,-240.173,-68.970
0.197,1.390,-0.009,-82.153,-248.230,-72.021
0.546,0.922,-0.028,-95.215,-250.793,-72.693
0.749,0.516,-0.030,-116.150,-251.404,-70.435
0.964,0.222,-0.002,-141.602,-251.221,-63.477
1.161,0.187,0.077,-168.884,-253.784,-43.213
1.450,0.207,0.323,-196.960,-253.723,-15.869
1.703,0.068,0.524,-219.299,-244.141,2.380
2.006,-0.055,0.708,-223.206,-231.567,9.766
2.359,-0.181,0.839,-205.688,-218.018,13.489
2.644,-0.352,0.953,-176.819,-199.951,12.146
2.847,-0.360,1.044,-152.100,-179.504,11.658
2.936,-0.137,1.298,-137.390,-163.574,18.433
2.961,0.111,1.594,-142.822,-149.292,30.273
2.915,0.394,1.729,-174.377,-126.160,44.250
2.812,0.648,1.721,-216.736,-92.712,51.392
2.665,0.704,1.630,-242.981,-56.702,38.147
2.492,0.550,1.491,-244.568,-24.719,3.540
2.363,0.192,1.351,-229.492,2.136,-44.312
2.173,-0.347,1.201,-211.731,29.297,-98.999
1.904,-0.915,0.990,-186.646,59.265,-145.020
1.714,-1.421,0.786,-149.353,87.158,-169.373
1.596,-1.703,0.640,-109.436,101.135,-166.992
1.490,-1.846,0.558,-85.999,101.257,-139.587
1.381,-1.769,0.485,-88.562,95.642,-93.018
1.282,-1.510,0.507,-108.826,85.815,-42.480
1.191,-1.220,0.643,-129.944,74.036,-4.395
1.117,-0.932,0.848,-144.836,66.223,18.372
1.035,-0.770,0.983,-148.315,67.810,23.376
0.886,-0.734,1.018,-133.606,76.904,9.949
0.767,-0.750,0.917,-97.900,94.116,-10.864
0.663,-0.781,0.739,-51.514,115.356,-31.189
0.547,-0.842,0.546,-15.259,125.061,-46.814
0.454,-0.871,0.403,3.235,123.108,-53.650
0.374,-0.895,0.336,9.521,108.887,-48.645
0.344,-0.883,0.323,4.333,87.341,-34.363
0.328,-0.836,0.380,-6.348,64.575,-18.127
0.349,-0.776,0.465,-16.296,42.480,-5.310
0.375,-0.710,0.582,-20.691,22.522,2.686
0.406,-0.653,0.720,-18.860,10.925,5.493
0.456,-0.641,0.786,-13.245,9.644,2.686
0.504,-0.617,0.758,-5.371,15.198,0.793
0.544,-0.570,0.664,6.165,22.888,-0.427
0.600,-0.522,0.576,16.541,27.283,-1.465
0.646,-0.479,0.512,20.447,25.513,-1.221
0.692,-0.455,0.484,19.226,19.287,-0.793
0.720,-0.446,0.491,16.296,11.292,-0.793
0.740,-0.458,0.509,14.709,4.822,-1.343
0.758,-0.495,0.513,17.273,2.258,-1.831
0.759,-0.506,0.488,22.827,4.333,-1.160
0.768,-0.505,0.440,28.137,9.216,1.892
0.788,-0.507,0.363,32.104,14.221,6.287
0.815,-0.487,0.269,33.264,17.578,10.925
0.844,-0.456,0.179,33.386,18.738,13.672
0.877,-0.416,0.109,32.593,16.907,15.259
0.894,-0.381,0.077,30.457,12.573,17.029
0.899,-0.339,0.071,25.574,7.690,18.738
0.902,-0.290,0.079,18.555,2.197,19.836
0.903,-0.259,0.117,11.902,-2.808,20.264
0.893,-0.246,0.149,7.202,-7.019,18.982
0.888,-0.239,0.187,5.920,-8.118,16.602
0.886,-0.236,0.232,7.996,-6.470,13.428
0.888,-0.246,0.254,11.292,-2.380,10.803
0.894,-0.232,0.239,12.451,1.831,9.094
0.921,-0.231,0.223,12.268,5.737,8.179
0.887,-0.222,0.195,9.766,7.874,7.446
0.856,-0.180,0.187,5.676,9.644,6.897
0.901,-0.216,0.179,4.150,9.094,7.202
0.904,-0.201,0.168,1.648,5.310,0.610
0.906,-0.202,0.178,2.747,0.000,-4.211
0.898,-0.243,0.192,4.944,-4.883,-8.179
0.892,-0.288,0.217,4.272,-8.240,-11.230
0.899,-0.348,0.270,2.319,-9.460,-12.512
0.902,-0.407,0.322,1.282,-8.484,-11.780
0.898,-0.439,0.351,0.488,-4.944,-9.277
0.901,-0.442,0.358,-1.526,-1.709,-5.371
0.905,-0.427,0.349,-4.395,1.465,-1.282
1.883,2.373,-0.967,-34.912,-24.841,118.408
2.179,3.166,-1.142,-96.985,-22.949,133.301
2.493,3.724,-0.973,-155.762,-35.950,87.708
2.433,3.422,-0.348,-186.829,-70.557,-14.221
2.584,2.540,0.612,-192.627,-94.727,-127.991
2.707,1.417,1.546,-202.576,-77.148,-224.182
2.520,0.085,2.085,-209.167,-17.029,-298.035
2.328,-1.241,2.163,-184.998,63.599,-346.558
2.122,-2.150,2.027,-126.648,150.146,-359.863
2.001,-2.837,1.641,-60.608,229.431,-344.421
1.855,-3.387,1.110,-23.254,282.837,-314.331
1.781,-3.897,0.688,-11.047,302.490,-280.090
1.719,-4.000,0.368,6.592,294.128,-240.601
1.564,-4.000,0.249,32.959,267.761,-193.726
1.352,-3.994,0.265,59.143,231.750,-145.081
1.058,-3.672,0.379,81.665,192.200,-100.098
0.738,-3.268,0.573,108.826,154.236,-66.040
0.374,-2.805,0.800,146.545,117.188,-42.786
-0.068,-2.438,1.230,180.420,77.332,-27.039
-0.457,-2.236,1.697,195.068,46.265,-13.550
-0.674,-1.963,2.049,192.017,29.602,7.874
-0.746,-1.769,2.347,182.922,20.447,33.569
-0.668,-1.577,2.615,171.631,15.564,58.533
-0.461,-1.265,2.717,173.645,14.343,79.102
-0.387,-1.117,2.590,201.294,26.672,78.125
-0.415,-1.090,2.321,237.183,49.194,60.852
-0.531,-1.108,1.968,272.339,65.796,42.236
-0.662,-1.115,1.666,299.194,64.026,34.729
-0.777,-1.032,1.553,301.453,44.678,45.715
-0.795,-0.788,1.511,276.733,20.508,77.393
-0.821,-0.380,1.441,236.938,-0.305,118.469
-0.934,0.094,1.385,190.674,-15.320,156.067
-1.082,0.583,1.318,145.264,-24.658,183.350
-1.175,1.096,1.109,113.953,-22.644,198.975
-1.226,1.493,0.848,98.938,-10.376,197.754
-1.297,1.784,0.561,100.342,6.226,182.190
-1.302,2.006,0.176,124.329,22.034,154.236
-1.579,2.158,-0.293,167.358,25.452,119.446
-1.629,2.182,-0.720,206.970,21.057,88.928
-1.626,2.064,-1.015,213.013,1.404,69.397
-1.456,1.923,-1.262,189.575,-24.414,59.265
-1.252,1.834,-1.498,161.194,-50.659,51.941
-1.077,1.750,-1.622,149.780,-78.735,37.903
-0.874,1.612,-1.589,151.611,-112.793,18.738
-0.645,1.395,-1.478,146.057,-149.719,0.977
-0.487,1.216,-1.274,128.784,-180.054,-10.803
-0.361,1.104,-1.086,111.694,-201.172,-15.015
-0.229,1.057,-0.932,96.497,-215.698,-11.169
-0.114,1.104,-0.649,78.430,-221.313,-2.686
0.102,1.174,-0.436,58.899,-213.074,5.737
0.373,1.325,-0.349,44.312,-197.998,10.925
0.629,1.567,-0.246,35.889,-182.251,10.620
0.931,1.807,-0.218,22.949,-164.185,7.446
1.315,2.091,-0.368,2.991,-143.738,0.427
1.724,2.394,-0.647,-17.456,-126.160,-12.268
2.053,2.704,-0.837,-39.612,-118.591,-27.344
2.070,2.917,-0.786,-75.989,-123.718,-41.504
1.779,2.968,-0.418,-130.798,-144.592,-57.190
1.509,2.759,0.079,-190.491,-182.373,-83.374
1.515,2.438,0.625,-238.953,-222.534,-121.643
1.589,1.935,1.187,-271.118,-262.573,-169.067
1.744,1.280,1.818,-279.602,-291.687,-219.604
1.882,0.619,2.475,-264.954,-301.208,-260.254
1.880,-0.109,3.134,-236.511,-278.809,-288.330
2.046,-0.908,3.379,-216.675,-207.642,-289.856
2.097,-1.339,3.108,-224.731,-114.990,-261.292
1.937,-1.405,2.573,-242.187,-24.292,-214.539
1.755,-1.346,2.017,-253.906,44.495,-158.447
1.683,-1.355,1.494,-255.493,83.679,-118.469
1.661,-1.435,1.037,-236.511,98.083,-106.750
1.594,-1.528,0.732,-197.998,97.778,-109.985
1.504,-1.697,0.458,-154.358,88.501,-119.019
1.322,-1.860,0.224,-113.159,69.824,-127.075
1.047,-1.937,0.173,-73.242,38.818,-126.831
0.873,-1.930,0.407,-49.133,8.789,-114.624
0.852,-1.925,0.793,-53.467,-4.456,-84.351
0.744,-1.977,1.079,-77.454,7.080,-33.508
0.698,-1.802,1.235,-97.778,39.124,27.100
0.650,-1.416,1.104,-97.595,68.787,78.186
0.698,-1.061,0.991,-75.012,94.421,102.173
0.674,-0.768,0.833,-46.936,102.661,98.328
0.659,-0.651,0.694,-18.616,101.807,75.928
0.630,-0.683,0.557,7.751,92.896,43.640
0.584,-0.755,0.464,37.048,78.491,12.817
0.542,-0.872,0.421,66.711,59.326,-6.592
0.519,-0.907,0.445,83.130,35.767,-10.315
0.525,-0.893,0.580,78.125,11.292,-0.366
0.551,-0.865,0.705,51.575,-1.038,18.311
0.658,-0.779,0.850,14.771,4.517,38.208
0.683,-0.671,0.886,-9.033,15.015,58.411
0.704,-0.580,0.850,-12.695,25.452,68.787
0.743,-0.503,0.770,-0.305,34.058,63.354
0.772,-0.464,0.669,19.958,42.175,46.326
0.733,-0.451,0.551,39.551,47.363,26.428
0.700,-0.492,0.447,52.856,48.279,13.367
0.677,-0.537,0.332,58.044,44.373,7.202
0.662,-0.517,0.194,56.641,44.922,10.132
0.694,-0.454,0.141,52.002,49.622,20.996
0.693,-0.367,0.045,42.419,34.790,29.114
0.708,-0.268,-0.012,34.485,19.531,36.255
0.749,-0.185,-0.019,29.602,10.742,39.612
0.787,-0.123,0.000,25.757,5.371,37.354
0.820,-0.085,0.034,21.973,0.366,31.189
0.844,-0.084,0.090,18.433,-2.197,23.071
0.864,-0.102,0.129,15.808,-2.380,14.832
0.874,-0.114,0.138,15.198,-1.343,8.545
0.884,-0.114,0.147,14.709,0.488,4.578
0.885,-0.138,0.146,13.489,2.136,2.747
0.899,-0.147,0.135,11.963,3.174,2.808
0.904,-0.146,0.120,11.841,3.113,3.662
0.917,-0.147,0.111,10.681,1.099,5.005
0.932,-0.150,0.115,7.019,-1.282,6.653
0.935,-0.156,0.129,3.113,-3.357,8.057
0.950,-0.146,0.155,1.404,-5.737,8.789
0.961,-0.141,0.177,0.916,-6.531,7.690
0.970,-0.140,0.197,-0.122,-5.554,4.822
0.982,-0.154,0.217,-1.160,-4.150,1.221
0.989,-0.184,0.227,-1.221,-2.441,-1.343
0.988,-0.212,0.235,-0.977,-0.610,-2.930
2.091,1.348,0.395,-58.655,-115.662,16.052
2.600,1.872,0.491,-90.332,-120.117,24.109
2.883,2.269,0.691,-121.521,-123.474,8.545
2.993,2.392,1.087,-146.240,-125.916,-35.034
3.027,2.121,1.578,-161.316,-125.732,-104.614
3.031,1.480,2.150,-162.842,-107.727,-185.486
2.985,0.610,2.557,-150.757,-60.425,-254.639
2.927,-0.263,2.680,-133.179,11.230,-295.410
2.794,-0.931,2.651,-113.647,95.093,-308.350
2.443,-1.432,2.466,-93.445,179.077,-302.612
2.005,-1.767,2.090,-65.186,250.122,-289.368
1.626,-2.037,1.695,-42.114,298.706,-276.733
1.323,-2.343,1.272,-24.414,327.637,-267.761
1.018,-2.805,0.902,0.549,338.928,-265.137
0.795,-3.351,0.596,40.833,334.595,-259.338
0.642,-3.905,0.278,96.558,314.270,-242.126
0.393,-4.000,-0.012,156.982,278.259,-210.937
0.100,-4.000,-0.169,212.219,229.004,-158.813
-0.275,-4.000,-0.089,244.263,174.500,-96.619
-0.664,-3.701,0.165,239.563,125.427,-32.898
-1.055,-3.230,0.490,206.909,81.909,26.978
-1.457,-2.869,0.690,168.335,38.818,74.219
-1.845,-2.701,0.732,142.517,-3.113,103.333
-2.062,-2.554,0.960,133.728,-51.392,120.850
-2.121,-2.274,1.230,160.706,-107.788,130.249
-2.282,-1.906,1.499,217.163,-156.128,127.625
-2.421,-1.316,2.317,258.118,-191.650,128.418
-2.291,-0.844,3.123,268.555,-199.036,140.442
-2.009,-0.313,3.419,263.367,-164.673,163.757
-1.790,0.231,3.201,266.113,-102.295,188.660
-1.793,0.717,2.655,278.809,-33.508,200.989
-1.774,1.103,1.975,288.513,20.691,196.533
-1.618,1.373,1.169,289.307,41.687,177.917
-1.470,1.535,0.439,278.015,30.823,150.696
-1.340,1.633,-0.080,253.174,-4.883,125.244
-1.203,1.578,-0.295,219.421,-55.298,106.445
-1.089,1.509,-0.180,190.796,-107.056,95.825
-0.971,1.497,-0.097,188.171,-142.761,89.294
-0.835,1.599,0.038,208.252,-161.743,84.534
-0.626,1.836,0.182,233.643,-173.096,82.764
-0.386,2.061,0.341,242.737,-175.720,78.796
-0.212,2.162,0.416,224.121,-170.349,68.848
-0.076,2.166,0.407,187.073,-167.419,56.458
0.123,2.122,0.385,148.743,-175.171,46.021
0.386,2.042,0.397,112.061,-184.631,36.560
0.595,1.908,0.386,73.547,-186.890,31.250
0.718,1.774,0.323,36.011,-174.866,28.748
0.837,1.651,0.240,6.226,-156.860,25.940
1.021,1.537,0.170,-14.771,-139.404,23.193
1.146,1.363,0.104,-31.677,-127.747,17.761
1.271,1.155,0.073,-47.546,-117.371,5.859
1.453,0.973,0.062,-55.847,-108.276,-8.057
1.609,0.854,0.130,-52.124,-105.713,-21.973
1.756,0.846,0.278,-45.044,-100.952,-30.701
1.870,0.922,0.366,-49.561,-87.097,-29.724
1.946,1.112,0.315,-67.444,-64.941,-16.235
2.101,1.424,0.172,-95.947,-41.504,6.165
2.339,1.797,-0.070,-132.141,-23.865,25.024
2.407,2.042,-0.302,-173.157,-16.785,26.917
2.285,2.120,-0.353,-215.210,-24.292,5.005
2.095,1.921,-0.171,-246.765,-54.626,-44.739
2.009,1.452,0.235,-255.188,-100.403,-119.263
1.845,0.832,0.819,-239.197,-135.742,-202.332
1.632,0.169,1.407,-208.069,-149.048,-275.635
1.484,-0.569,1.633,-167.969,-148.132,-318.787
1.276,-1.277,2.255,-135.986,-105.286,-317.078
1.226,-1.402,2.214,-146.973,-4.944,-267.944
1.133,-1.352,1.850,-171.997,53.284,-173.645
1.132,-1.083,1.419,-218.872,87.463,-78.857
1.185,-0.768,1.022,-268.616,99.731,-14.771
1.359,-0.628,0.732,-294.556,93.872,7.080
1.450,-0.734,0.561,-289.551,77.148,-16.785
1.378,-1.025,0.485,-242.432,59.998,-73.547
1.268,-1.457,0.485,-150.269,44.739,-137.573
1.104,-1.877,0.506,-48.767,28.442,-183.289
0.920,-2.139,0.699,20.569,10.254,-191.956
0.816,-2.279,0.965,44.922,4.395,-157.898
0.889,-2.282,1.157,18.127,13.733,-84.595
0.962,-2.020,1.197,-41.504,35.461,7.385
0.972,-1.590,1.127,-93.506,60.547,86.792
0.995,-1.106,1.035,-109.131,74.951,130.859
1.018,-0.705,0.890,-90.210,82.764,133.179
0.999,-0.466,0.768,-49.194,90.149,100.830
0.923,-0.406,0.667,-2.014,94.177,51.697
0.826,-0.472,0.605,36.316,90.576,8.972
0.728,-0.554,0.526,53.040,83.984,-14.038
0.628,-0.619,0.432,48.096,79.712,-19.775
0.596,-0.624,0.376,33.264,79.651,-11.353
0.598,-0.642,0.496,16.907,81.848,1.160
0.536,-0.592,0.514,0.122,62.439,19.470
0.518,-0.482,0.507,-8.606,44.617,36.072
0.596,-0.364,0.498,-8.789,38.818,47.241
0.633,-0.250,0.483,-10.925,42.236,50.110
0.623,-0.190,0.432,-13.184,46.997,43.457
0.611,-0.187,0.356,-7.935,48.279,28.625
0.602,-0.202,0.301,3.418,44.983,12.085
0.612,-0.209,0.252,13.000,40.466,0.061
0.626,-0.215,0.198,14.832,36.194,-5.615
0.632,-0.233,0.147,8.728,31.555,-6.775
0.650,-0.247,0.118,0.000,25.330,-4.944
0.681,-0.242,0.113,-5.127,17.395,-2.502
0.709,-0.243,0.118,-6.653,10.986,-1.526
0.743,-0.245,0.114,-7.690,7.263,-1.831
0.782,-0.259,0.096,-6.836,4.883,-3.479
0.819,-0.299,0.080,-3.662,2.930,-6.958
0.857,-0.333,0.079,0.000,1.038,-10.132
0.889,-0.353,0.091,2.686,-1.282,-10.559
0.928,-0.355,0.099,2.502,-3.662,-8.057
0.961,-0.339,0.115,-0.549,-6.165,-3.052
0.988,-0.301,0.133,-3.784,-9.033,2.625
1.002,-0.262,0.152,-6.104,-11.658,7.507
1.007,-0.236,0.179,-7.080,-12.390,9.277
1.001,-0.222,0.212,-7.141,-12.756,8.667
0.990,-0.221,0.247,-6.531,-12.634,6.775
0.983,-0.246,0.287,-6.287,-10.864,3.052
0.975,-0.296,0.303,-4.944,-6.897,-1.404
0.962,-0.319,0.306,-1.282,-2.563,-4.761
0.948,-0.328,0.301,1.953,-0.061,-6.897
0.936,-0.326,0.298,2.563,1.770,-6.775
1.890,1.274,-0.445,-41.199,-76.904,53.650
2.406,1.787,-0.420,-80.078,-89.417,76.904
2.741,2.181,-0.203,-117.615,-94.727,70.313
2.899,2.301,0.174,-139.893,-91.003,19.836
2.837,1.926,0.690,-144.531,-75.867,-68.848
2.725,1.080,1.185,-141.113,-42.908,-179.321
2.509,-0.025,1.575,-119.629,4.089,-284.363
2.199,-1.135,1.794,-67.444,58.289,-366.516
1.876,-2.151,1.959,2.014,109.741,-407.532
1.592,-2.787,1.897,67.993,153.259,-397.339
1.468,-3.162,1.739,104.553,186.951,-345.886
1.383,-3.323,1.472,99.792,208.191,-273.376
1.290,-3.320,1.192,65.308,214.417,-201.111
1.176,-3.195,1.031,40.100,208.862,-144.531
1.039,-3.067,0.944,47.791,193.726,-110.168
0.873,-2.934,0.928,76.599,172.302,-91.980
0.621,-2.830,0.956,107.727,148.621,-77.454
0.357,-2.692,0.936,142.822,127.686,-60.913
0.073,-2.398,0.954,181.152,106.750,-43.579
-0.158,-2.064,1.025,207.458,83.008,-23.010
-0.345,-1.781,1.128,213.318,56.946,-1.831
-0.540,-1.482,1.186,198.914,30.640,20.630
-0.696,-1.190,1.252,173.401,5.066,47.607
-0.868,-0.955,1.276,143.433,-19.653,76.050
-1.087,-0.786,1.379,110.718,-40.466,101.196
-1.274,-0.503,1.491,95.337,-49.500,122.620
-1.460,-0.170,1.477,115.479,-45.898,134.827
-1.607,0.154,1.362,156.494,-31.433,135.315
-1.674,0.385,1.150,197.327,-12.939,126.648
-1.700,0.508,0.889,225.098,1.892,112.000
-1.689,0.594,0.641,238.525,8.728,98.083
-1.620,0.664,0.354,240.356,6.470,89.050
-1.547,0.731,0.077,233.765,-3.052,82.520
-1.486,0.799,-0.091,217.957,-24.597,76.782
-1.423,0.833,-0.154,194.214,-56.335,71.655
-1.313,0.868,-0.071,164.734,-88.928,69.519
-1.111,0.978,0.036,141.235,-110.779,73.975
-0.974,1.133,0.048,126.770,-117.615,80.017
-0.842,1.341,0.047,120.056,-110.840,81.177
-0.586,1.578,-0.025,118.896,-96.375,77.087
-0.354,1.727,-0.173,116.516,-83.374,67.139
-0.203,1.808,-0.316,111.450,-79.651,49.805
-0.030,1.842,-0.390,110.840,-87.097,30.334
0.232,1.858,-0.333,112.793,-101.868,11.963
0.461,1.834,-0.267,109.436,-118.530,-5.188
0.686,1.771,-0.174,97.595,-133.850,-24.109
0.891,1.655,-0.068,76.111,-144.775,-40.955
1.137,1.554,0.128,45.044,-152.344,-50.781
1.425,1.380,0.264,14.954,-159.302,-58.411
1.653,1.179,0.361,-4.517,-160.645,-69.336
1.860,1.023,0.454,-15.076,-152.161,-80.872
2.052,0.892,0.427,-25.574,-139.954,-86.243
2.204,0.842,0.319,-41.504,-128.418,-80.566
2.412,0.909,0.169,-70.313,-120.239,-59.509
2.875,1.099,-0.048,-114.746,-114.380,-29.114
3.253,1.226,-0.207,-172.424,-108.582,-3.235
3.324,1.279,-0.279,-238.831,-97.046,8.118
3.044,1.155,-0.183,-299.744,-87.585,-13.000
2.681,0.761,0.063,-328.247,-95.337,-75.073
2.376,0.240,0.394,-316.772,-115.051,-155.090
2.017,-0.321,0.875,-285.950,-128.784,-236.450
1.573,-0.865,1.361,-249.817,-122.070,-300.415
1.327,-1.628,1.787,-209.717,-89.478,-322.510
1.331,-2.215,2.017,-171.692,-43.030,-288.696
1.364,-2.285,1.913,-132.080,11.108,-213.013
1.342,-1.970,1.596,-123.169,73.853,-116.943
1.283,-1.580,1.205,-166.382,122.375,-23.804
1.250,-1.313,0.759,-225.464,142.700,37.598
1.263,-1.163,0.419,-253.052,143.738,54.504
1.234,-1.093,0.278,-225.342,125.183,25.146
1.080,-1.148,0.246,-155.151,95.154,-28.137
0.844,-1.310,0.243,-76.416,68.176,-78.491
0.643,-1.457,0.349,-11.536,53.284,-113.342
0.504,-1.661,0.578,32.227,49.438,-124.573
0.419,-1.845,0.676,47.424,54.932,-105.469
0.391,-1.869,0.692,31.799,64.392,-54.749
0.437,-1.653,0.657,8.057,71.777,10.315
0.483,-1.344,0.659,-12.390,69.824,70.618
0.534,-1.049,0.683,-32.471,60.791,111.328
0.588,-0.834,0.694,-41.626,52.185,127.380
0.589,-0.658,0.678,-26.978,43.579,120.605
0.538,-0.598,0.613,9.277,34.241,96.191
0.501,-0.575,0.607,51.819,25.635,66.467
0.479,-0.584,0.642,84.534,16.602,44.006
0.451,-0.601,0.701,93.750,11.597,37.659
0.454,-0.583,0.737,78.918,11.719,47.852
0.476,-0.578,0.748,52.124,15.259,65.857
0.512,-0.518,0.760,29.053,18.433,84.045
0.559,-0.410,0.741,17.944,19.104,95.886
0.605,-0.327,0.695,16.052,21.240,95.154
0.632,-0.313,0.622,17.456,24.536,82.458
0.648,-0.359,0.536,23.804,27.283,64.087
0.643,-0.442,0.449,35.339,28.931,46.997
0.648,-0.480,0.353,48.096,29.114,36.682
0.657,-0.459,0.255,57.007,27.893,34.607
0.684,-0.395,0.163,55.725,25.391,38.635
0.726,-0.302,0.107,46.021,20.874,44.678
0.774,-0.223,0.073,33.508,15.686,48.401
0.802,-0.171,0.061,22.583,10.498,46.265
0.838,-0.135,0.065,17.883,3.906,37.781
0.862,-0.121,0.090,18.616,-2.380,25.146
0.880,-0.142,0.128,18.921,-6.226,11.169
0.875,-0.219,0.164,17.090,-6.226,-0.244
0.875,-0.277,0.197,16.418,-3.113,-6.775
0.871,-0.333,0.211,17.090,1.892,-9.216
0.881,-0.353,0.200,17.273,7.629,-7.202
0.895,-0.341,0.166,15.991,10.864,-2.197
0.910,-0.301,0.126,13.000,11.963,4.089
0.927,-0.244,0.093,8.362,9.888,9.949
0.947,-0.200,0.074,3.418,4.456,12.756
0.969,-0.170,0.083,-1.648,-2.014,12.024
0.982,-0.172,0.108,-5.249,-8.667,7.812
0.982,-0.208,0.138,-6.287,-13.672,1.953
0.971,-0.254,0.190,-4.028,-16.663,-3.357
0.970,-0.311,0.242,-1.465,-16.541,-7.385
0.959,-0.370,0.297,-1.526,-11.719,-8.179
0.943,-0.414,0.310,-2.197,-4.639,-5.188
0.942,-0.414,0.299,-1.709,1.038,0.061
0.949,-0.375,0.268,-1.343,4.761,5.432
1.172,2.094,-0.765,-85.510,-140.686,68.481
1.669,3.058,-0.652,-141.052,-177.307,122.498
1.836,3.868,-0.265,-220.947,-209.412,145.508
1.991,4.000,0.396,-288.513,-236.816,94.238
1.995,3.660,1.381,-307.861,-255.188,-22.949
2.031,2.616,2.330,-282.227,-242.249,-172.974
1.970,1.138,3.101,-223.694,-182.983,-324.829
1.835,-0.673,3.414,-147.949,-79.895,-443.420
1.656,-2.436,3.368,-66.711,43.640,-503.479
1.472,-3.713,3.016,12.451,152.771,-493.530
1.409,-4.000,2.497,69.031,227.173,-411.499
1.507,-4.000,1.808,66.650,269.531,-293.518
1.508,-3.963,1.264,13.977,278.442,-185.608
1.526,-3.671,0.923,-22.278,264.343,-113.037
1.466,-3.376,0.848,-12.268,239.258,-78.491
1.298,-3.154,0.960,29.663,210.144,-66.833
1.126,-2.885,1.109,68.420,186.157,-51.086
0.885,-2.578,1.247,83.557,169.678,-22.522
0.679,-2.255,1.295,87.524,155.640,9.583
0.551,-1.944,1.227,107.849,144.287,28.259
0.401,-1.721,1.156,153.442,133.728,21.790
0.137,-1.477,1.240,208.496,118.042,2.441
-0.094,-1.403,1.490,244.995,100.830,-12.207
-0.252,-1.545,1.490,238.647,97.656,-11.230
-0.412,-1.572,1.347,205.566,96.252,13.306
-0.487,-1.427,1.211,185.303,84.778,49.194
-0.486,-1.161,1.190,183.105,66.589,76.599
-0.494,-0.874,1.173,185.913,54.260,87.585
-0.544,-0.625,1.114,202.026,50.659,84.167
-0.607,-0.423,1.014,236.572,49.377,70.007
-0.694,-0.317,0.880,274.963,44.739,49.561
-0.824,-0.345,0.722,301.331,33.630,30.762
-0.999,-0.361,0.613,312.683,14.038,19.592
-1.072,-0.271,0.635,312.439,-12.024,21.240
-1.158,-0.010,0.814,297.424,-40.588,34.302
-1.166,0.224,0.991,264.587,-50.903,51.514
-1.149,0.343,0.999,218.994,-41.199,69.397
-1.134,0.474,0.919,187.256,-25.818,85.083
-1.086,0.667,0.760,192.749,-13.184,95.764
-1.080,0.905,0.581,223.267,-1.465,94.666
-1.140,1.202,0.358,256.775,9.827,85.510
-1.223,1.500,0.098,272.888,16.174,76.721
-1.302,1.763,-0.217,263.062,14.893,68.604
-1.326,2.000,-0.555,232.178,5.981,59.998
-1.317,2.226,-0.904,191.284,-13.794,49.744
-1.307,2.446,-1.115,150.391,-45.410,38.269
-1.193,2.677,-1.200,115.295,-86.792,23.376
-1.089,2.829,-1.202,84.778,-128.113,3.540
-0.991,2.936,-1.089,53.955,-165.527,-22.400
-0.809,2.908,-0.917,21.729,-199.646,-53.650
-0.632,2.667,-0.755,-12.390,-226.990,-83.740
-0.478,2.308,-0.562,-48.218,-249.573,-109.741
-0.286,1.821,-0.333,-78.308,-272.095,-131.348
-0.074,1.369,-0.028,-99.426,-298.523,-145.020
0.238,0.955,0.404,-118.530,-328.186,-146.729
0.685,0.548,0.860,-146.301,-345.398,-140.076
1.057,0.331,1.251,-165.405,-346.741,-129.089
1.390,0.308,1.560,-169.556,-336.792,-114.563
1.680,0.422,1.724,-180.908,-309.875,-94.849
1.846,0.592,1.775,-206.604,-272.461,-70.557
1.907,0.829,1.843,-229.675,-243.713,-49.561
2.215,0.889,2.044,-239.685,-234.497,-47.241
2.629,0.616,2.323,-238.647,-233.276,-82.581
2.765,-0.065,2.582,-224.609,-224.487,-149.048
2.651,-0.841,2.755,-203.247,-196.594,-213.013
2.574,-1.464,2.774,-180.542,-146.240,-243.958
2.440,-1.737,2.693,-164.001,-82.947,-236.816
2.219,-1.773,2.488,-165.161,-20.691,-208.069
1.879,-1.614,2.371,-182.800,27.588,-174.072
1.809,-1.704,1.934,-200.317,55.664,-138.184
1.483,-1.363,1.746,-211.731,86.670,-125.000
1.442,-1.287,1.542,-190.796,94.666,-105.164
1.429,-1.290,1.398,-172.852,96.313,-101.563
1.281,-1.392,1.236,-150.024,93.506,-111.877
1.226,-1.610,1.107,-112.488,100.342,-123.962
1.116,-1.726,0.956,-75.806,106.995,-130.920
0.999,-1.866,0.786,-43.396,106.506,-123.840
0.853,-1.837,0.650,-23.682,103.516,-102.295
0.735,-1.770,0.572,-13.184,99.609,-71.289
0.633,-1.614,0.582,-13.794,94.971,-37.903
0.508,-1.380,0.598,-26.062,87.585,-3.784
0.407,-1.143,0.630,-36.865,78.796,23.132
0.362,-0.925,0.664,-44.006,70.435,40.222
0.364,-0.701,0.733,-43.030,60.791,51.208
0.348,-0.511,0.779,-35.706,51.392,55.237
0.328,-0.397,0.842,-24.353,46.021,49.072
0.313,-0.350,0.882,-10.681,44.739,34.729
0.317,-0.354,0.911,3.723,48.523,20.325
0.313,-0.374,0.875,16.479,56.580,11.902
