aX,aY,aZ,gX,gY,gZ
0.848,-0.426,0.232,0.122,-9.521,-3.235
0.872,-0.380,0.205,5.432,-5.554,2.686
0.888,-0.330,0.175,8.423,-3.845,7.996
0.910,-0.291,0.160,8.118,-4.822,10.925
0.928,-0.280,0.157,8.118,-8.057,11.414
0.936,-0.283,0.160,7.812,-11.536,10.864
0.938,-0.279,0.166,7.629,-14.099,10.864
0.939,-0.272,0.179,6.592,-16.052,11.475
0.940,-0.264,0.198,4.211,-16.846,12.085
0.940,-0.277,0.212,1.465,-16.235,11.963
0.934,-0.297,0.216,0.793,-14.038,11.414
0.940,-0.293,0.213,3.540,-12.085,11.414
0.944,-0.271,0.204,6.592,-10.010,11.719
0.945,-0.252,0.191,5.615,-9.033,12.024
0.946,-0.245,0.192,3.784,-9.766,11.963
0.601,2.081,0.243,-12.817,-148.987,73.242
0.669,2.358,0.321,-34.180,-146.362,63.232
0.718,2.528,0.421,-52.490,-143.188,32.532
0.750,2.555,0.555,-67.139,-141.418,-14.099
0.845,2.446,0.697,-77.820,-143.433,-68.787
0.983,2.252,0.807,-85.571,-142.273,-120.483
1.090,2.049,0.982,-98.877,-137.634,-162.109
1.237,1.786,1.189,-120.422,-135.376,-195.862
1.379,1.427,1.399,-145.813,-128.418,-227.783
1.429,1.054,1.791,-170.349,-115.906,-259.338
1.558,0.485,2.247,-191.956,-98.267,-295.410
1.727,-0.333,2.744,-210.693,-67.688,-335.144
1.720,-1.203,3.198,-210.937,-23.865,-369.873
1.838,-2.325,3.646,-177.002,29.663,-387.939
1.882,-3.242,3.763,-125.366,83.496,-386.108
1.846,-3.717,3.701,-71.533,146.118,-356.750
1.645,-3.901,3.410,-42.542,207.458,-308.594
1.384,-4.000,2.954,-30.090,251.892,-258.667
1.196,-4.000,2.410,-9.460,284.485,-225.159
0.974,-4.000,1.902,31.982,303.284,-198.853
0.760,-4.000,1.514,77.881,306.519,-169.189
0.588,-4.000,1.210,104.309,295.166,-134.949
0.430,-4.000,0.944,119.385,273.071,-92.407
0.250,-3.751,0.807,129.150,249.634,-51.025
0.057,-3.348,0.765,140.625,223.572,-18.311
-0.130,-2.941,0.823,161.865,193.604,1.587
-0.332,-2.567,0.962,197.021,167.114,9.766
-0.587,-2.333,1.115,237.183,154.785,13.062
-0.819,-2.055,1.215,270.874,153.198,28.503
-1.059,-1.743,1.127,296.265,157.471,64.392
-1.249,-1.435,1.024,307.678,159.302,106.384
-1.460,-1.089,1.063,309.265,135.925,139.893
-1.694,-0.688,1.245,305.603,88.806,168.640
-1.900,-0.337,1.451,288.635,38.269,199.097
-2.052,-0.039,1.606,262.817,5.859,224.487
-2.120,0.228,1.654,245.422,-2.258,245.789
-2.153,0.496,1.548,247.559,8.606,261.841
-2.233,0.819,1.432,274.292,28.076,262.512
-2.290,1.175,1.283,312.683,44.434,252.197
-2.337,1.553,1.009,333.801,56.213,243.408
-2.260,1.885,0.724,320.984,65.979,235.535
-2.135,2.106,0.394,277.466,66.406,224.976
-1.980,2.139,0.065,219.177,59.814,209.717
-1.849,2.078,-0.259,168.274,48.767,185.791
-1.682,2.042,-0.490,145.264,32.654,154.480
-1.390,2.027,-0.648,147.461,9.521,118.835
-1.059,1.925,-0.795,154.724,-14.465,79.041
-0.804,1.766,-0.891,155.823,-35.706,38.513
-0.549,1.643,-0.826,152.527,-58.167,4.272
-0.307,1.497,-0.700,138.916,-82.336,-19.104
-0.117,1.378,-0.468,110.107,-99.792,-31.494
0.045,1.271,-0.233,74.646,-105.286,-36.011
0.155,1.179,-0.130,41.260,-98.938,-36.133
0.217,1.113,-0.099,20.264,-86.304,-35.278
0.221,1.017,-0.160,17.029,-74.036,-37.598
0.292,1.039,-0.206,29.968,-73.669,-43.152
0.402,1.114,-0.229,47.974,-90.332,-53.528
0.603,1.167,-0.115,47.852,-118.042,-64.941
0.958,1.146,0.100,22.949,-147.522,-76.721
1.323,0.974,0.362,-12.146,-165.833,-89.539
1.591,0.750,0.603,-41.504,-167.725,-98.816
1.757,0.552,0.836,-54.871,-159.729,-100.403
1.858,0.430,0.933,-53.894,-145.630,-93.689
1.887,0.423,0.888,-55.298,-125.549,-78.857
1.875,0.531,0.722,-70.984,-104.675,-56.335
1.854,0.617,0.504,-94.360,-96.924,-37.598
1.843,0.632,0.327,-112.732,-106.079,-32.715
1.892,0.568,0.284,-123.352,-128.906,-35.767
2.027,0.355,0.305,-135.315,-156.128,-45.776
2.071,0.039,0.324,-148.743,-176.453,-58.411
2.036,-0.195,0.397,-148.804,-190.063,-62.744
1.980,-0.297,0.633,-141.968,-196.716,-54.016
1.912,-0.290,0.792,-154.297,-186.829,-31.921
1.817,-0.124,0.811,-183.533,-162.720,-0.366
1.692,0.058,0.790,-204.041,-137.024,20.203
1.661,0.226,0.772,-200.378,-116.943,16.663
1.694,0.193,0.765,-183.350,-102.173,-11.902
1.734,-0.115,0.767,-160.889,-90.454,-58.533
1.776,-0.521,0.713,-132.751,-78.674,-100.769
1.688,-0.918,0.613,-103.210,-73.425,-120.361
1.637,-1.100,0.617,-86.975,-63.965,-119.751
1.574,-1.217,0.625,-91.187,-56.763,-94.482
1.527,-1.201,0.652,-113.159,-47.668,-57.190
1.454,-1.112,0.702,-132.996,-34.363,-25.269
1.418,-1.008,0.749,-135.986,-22.949,-10.437
1.368,-0.919,0.802,-124.329,-13.550,-11.353
1.297,-0.877,0.848,-106.445,-4.700,-18.127
1.245,-0.891,0.861,-89.966,1.831,-24.658
1.199,-0.921,0.827,-75.500,8.667,-28.625
1.153,-0.915,0.785,-61.279,14.465,-30.396
1.089,-0.928,0.744,-50.537,19.348,-30.396
1.019,-0.913,0.713,-45.044,24.963,-28.076
0.955,-0.892,0.683,-41.138,30.090,-23.132
0.900,-0.809,0.622,-35.767,36.072,-17.761
0.842,-0.687,0.563,-28.015,41.199,-13.123
0.790,-0.566,0.504,-20.935,43.579,-11.475
0.719,-0.491,0.449,-14.954,44.556,-13.916
0.677,-0.450,0.400,-8.362,43.518,-18.738
0.666,-0.442,0.354,-1.587,39.612,-24.048
0.649,-0.450,0.310,3.967,33.630,-27.283
0.635,-0.458,0.278,7.935,26.184,-26.978
0.640,-0.471,0.282,10.071,18.433,-24.292
0.662,-0.476,0.305,9.460,11.963,-19.592
0.681,-0.462,0.328,6.653,8.362,-12.390
0.698,-0.417,0.334,3.540,7.751,-4.578
0.706,-0.345,0.322,3.113,8.423,1.648
0.709,-0.269,0.305,4.211,8.728,5.554
0.718,-0.197,0.301,4.883,7.812,6.653
0.723,-0.149,0.305,5.371,5.493,5.005
0.730,-0.135,0.303,5.310,3.418,1.465
0.733,-0.162,0.284,4.272,1.587,-1.953
0.739,-0.193,0.270,3.723,-0.488,-4.333
0.758,-0.222,0.258,4.517,-2.136,-5.432
0.772,-0.247,0.240,4.028,-3.906,-4.822
0.793,-0.256,0.213,2.197,-5.798,-2.625
0.817,-0.258,0.209,0.244,-8.789,0.366
0.852,-0.248,0.238,-1.038,-11.902,3.479
0.890,-0.240,0.274,-2.075,-13.916,5.554
0.922,-0.247,0.299,-3.357,-14.160,6.348
-0.284,3.975,-0.472,-91.125,-116.394,263.550
-0.247,4.000,-0.416,-151.978,-152.222,216.675
-0.090,4.000,-0.075,-167.786,-194.397,100.342
0.103,4.000,0.623,-146.240,-225.281,-51.208
0.375,3.993,1.334,-121.277,-234.009,-191.406
0.709,3.285,1.974,-120.422,-222.290,-292.114
1.170,2.389,2.544,-148.254,-190.979,-356.018
1.542,1.209,3.052,-194.153,-142.517,-401.917
1.641,-0.106,3.473,-228.943,-91.125,-449.402
1.781,-1.852,3.749,-215.271,-33.569,-484.192
2.309,-3.611,3.807,-163.330,34.058,-494.812
2.480,-4.000,3.757,-110.779,95.093,-459.778
2.366,-4.000,3.519,-75.989,151.917,-376.099
2.118,-4.000,3.022,-66.223,200.317,-274.414
1.808,-4.000,2.469,-55.237,237.854,-190.125
1.508,-4.000,1.978,-18.433,256.409,-135.071
1.229,-4.000,1.544,29.053,265.137,-103.760
1.022,-4.000,1.314,78.674,262.878,-86.182
0.783,-4.000,1.235,128.296,244.568,-60.608
0.552,-3.854,1.219,164.368,222.107,-25.452
0.333,-3.503,1.225,182.617,198.730,9.583
0.167,-3.091,1.315,194.092,182.800,44.128
-0.000,-2.670,1.589,207.214,173.279,67.444
-0.174,-2.300,1.744,223.511,165.466,77.271
-0.326,-1.926,1.853,241.089,163.086,93.872
-0.518,-1.503,1.975,257.751,166.138,115.845
-0.757,-1.099,2.074,267.029,166.748,138.184
-1.020,-0.741,2.094,264.893,166.748,161.987
-1.353,-0.388,2.005,260.376,168.579,181.396
-1.790,-0.071,1.831,254.211,170.654,195.557
-2.175,0.047,1.523,238.464,172.729,210.144
-2.895,0.242,1.037,211.609,165.039,224.182
-3.199,0.317,0.713,200.806,158.264,235.413
-3.451,0.479,0.568,197.693,136.108,241.089
-3.569,0.785,0.607,203.186,107.239,245.605
-3.554,1.133,0.557,214.600,93.750,240.723
-3.549,1.437,0.431,221.130,103.455,222.717
-3.584,1.707,0.172,216.187,120.667,196.350
-3.510,1.971,-0.214,202.393,126.770,168.518
-3.360,2.093,-0.553,177.307,119.263,138.367
-3.148,2.131,-0.744,143.738,93.140,105.713
-2.757,2.150,-0.832,114.868,50.964,77.698
-2.301,2.082,-0.842,96.191,-1.831,58.350
-1.849,2.101,-0.782,83.679,-60.059,48.401
-1.475,2.196,-0.612,77.271,-115.479,39.490
-1.129,2.224,-0.458,74.036,-158.142,23.132
-0.771,2.226,-0.335,71.533,-191.406,5.005
-0.393,2.197,-0.255,72.632,-221.252,-16.602
-0.105,2.061,-0.174,77.148,-249.573,-46.265
0.286,1.811,0.100,76.111,-277.893,-80.383
0.855,1.398,0.376,66.284,-301.941,-116.272
1.324,0.996,0.800,63.965,-322.327,-148.865
1.766,0.688,1.313,77.271,-338.257,-169.189
2.171,0.493,1.807,83.374,-344.238,-169.678
2.577,0.445,2.095,56.519,-331.116,-143.982
2.870,0.707,2.121,-7.690,-302.612,-85.083
3.172,1.206,1.982,-83.801,-268.433,-20.386
3.422,1.577,1.741,-140.442,-239.075,8.728
3.467,1.680,1.530,-167.175,-211.060,-7.568
3.480,1.497,1.424,-169.189,-175.537,-58.655
3.508,0.954,1.251,-154.480,-133.362,-138.306
3.354,0.225,1.056,-129.211,-85.815,-223.694
3.097,-0.542,0.863,-101.440,-42.664,-283.508
2.760,-1.196,0.680,-84.412,-10.864,-303.162
2.554,-1.656,0.623,-85.144,8.362,-279.419
2.420,-1.865,0.595,-107.971,12.268,-216.614
2.301,-1.779,0.598,-151.428,8.118,-127.075
2.150,-1.458,0.601,-196.411,2.014,-38.086
2.046,-1.081,0.621,-220.276,-0.793,19.897
1.855,-0.939,0.625,-213.928,1.587,35.706
1.710,-0.914,0.568,-181.580,21.729,5.005
1.529,-1.064,0.438,-121.948,48.096,-47.729
1.273,-1.257,0.250,-60.669,65.063,-93.079
1.068,-1.402,0.095,-18.982,71.899,-108.948
0.871,-1.470,0.005,6.104,64.453,-95.886
0.729,-1.410,0.011,9.216,50.293,-61.646
0.650,-1.232,0.063,-4.272,31.250,-17.273
0.636,-1.025,0.194,-23.682,11.597,23.682
0.668,-0.857,0.327,-42.114,0.488,50.781
0.657,-0.685,0.459,-47.485,0.549,61.768
0.650,-0.533,0.554,-33.508,4.883,55.603
0.663,-0.422,0.615,-9.705,9.949,38.513
0.634,-0.376,0.623,11.597,15.930,17.334
0.594,-0.376,0.589,26.733,20.264,-0.427
0.564,-0.381,0.520,35.828,22.766,-7.751
0.544,-0.350,0.475,39.124,24.963,-5.615
0.542,-0.278,0.414,35.217,23.560,2.319
0.549,-0.188,0.382,26.428,17.822,12.695
0.562,-0.105,0.376,16.846,9.277,19.653
0.584,-0.063,0.379,8.789,0.061,19.897
0.604,-0.073,0.393,3.845,-6.165,13.123
0.616,-0.131,0.429,2.991,-8.789,2.258
0.631,-0.232,0.454,4.456,-6.531,-7.385
0.651,-0.307,0.438,7.629,-0.305,-13.733
0.665,-0.345,0.387,11.169,8.362,-14.343
0.679,-0.338,0.309,12.573,16.235,-9.460
0.694,-0.300,0.227,11.536,19.348,-2.380
0.736,-0.233,0.164,10.132,17.212,3.296
0.779,-0.188,0.131,7.690,11.719,6.287
0.817,-0.167,0.115,4.150,4.517,5.798
0.851,-0.175,0.109,0.977,-1.648,2.563
0.882,-0.206,0.127,-1.099,-7.690,-1.465
0.912,-0.258,0.177,-2.686,-11.902,-5.127
0.934,-0.334,0.223,-4.883,-11.475,-8.118
0.946,-0.402,0.243,-6.653,-6.653,-8.545
0.950,-0.442,0.237,-5.371,-0.427,-6.104
0.954,-0.434,0.207,-1.648,5.249,-1.953
0.954,-0.395,0.170,1.709,8.667,3.235
0.953,-0.341,0.141,2.625,8.240,8.057
0.949,-0.299,0.130,1.831,4.089,11.047
0.945,-0.267,0.144,0.610,-1.526,12.329
0.939,-0.240,0.168,1.343,-7.141,12.146
0.930,-0.219,0.189,2.563,-12.512,10.925
0.919,-0.198,0.214,3.235,-16.968,8.972
0.919,-0.191,0.274,3.784,-20.203,6.287
0.935,-0.219,0.349,2.869,-20.020,3.174
0.937,-0.259,0.387,1.160,-15.259,1.343
0.932,-0.273,0.383,2.075,-7.385,1.526
0.927,-0.266,0.335,4.089,-0.793,3.052
-0.067,3.853,-0.103,-15.808,-173.279,304.260
0.017,4.000,-0.144,-113.342,-214.355,333.862
0.304,4.000,0.199,-174.072,-267.334,243.103
0.514,4.000,1.167,-156.433,-304.626,50.964
1.078,4.000,2.156,-106.873,-300.293,-164.368
1.728,3.886,2.956,-78.674,-238.586,-333.130
2.191,2.547,3.442,-87.952,-144.775,-430.420
2.366,1.118,3.657,-128.174,-44.312,-476.135
2.245,-0.293,3.634,-178.162,53.650,-486.450
1.993,-1.539,3.479,-205.566,142.822,-473.022
2.023,-2.738,3.276,-190.002,212.036,-448.975
1.992,-3.661,2.964,-162.598,262.207,-422.546
1.664,-4.000,2.650,-130.554,304.504,-391.724
1.609,-4.000,2.307,-86.365,329.956,-354.248
1.405,-4.000,1.874,-36.987,347.900,-307.617
1.136,-4.000,1.384,13.977,365.906,-250.671
0.834,-4.000,0.927,56.030,370.605,-190.369
0.538,-3.880,0.573,82.031,358.337,-136.841
0.313,-3.397,0.363,102.478,330.933,-95.337
0.139,-2.908,0.257,126.160,291.748,-66.162
-0.055,-2.486,0.221,150.391,248.901,-47.485
-0.288,-2.191,0.243,173.035,205.383,-38.330
-0.560,-1.929,0.353,200.684,154.175,-36.621
-0.794,-1.688,0.627,226.013,102.905,-34.973
-0.895,-1.595,0.954,236.694,73.242,-31.189
-0.984,-1.630,1.123,226.990,71.106,-19.470
-1.086,-1.549,1.190,214.966,77.759,8.057
-1.117,-1.354,1.108,224.060,86.731,39.612
-1.182,-1.072,1.021,248.779,97.168,62.378
-1.244,-0.788,0.851,270.691,104.614,73.792
-1.300,-0.573,0.616,284.485,100.281,78.430
-1.353,-0.421,0.393,287.537,81.421,81.787
-1.457,-0.363,0.245,281.921,50.659,77.271
-1.481,-0.349,0.221,273.499,7.751,69.763
-1.444,-0.318,0.263,264.893,-37.415,69.153
-1.427,-0.242,0.342,253.235,-76.050,75.562
-1.463,-0.122,0.544,240.173,-104.614,83.801
-1.379,-0.083,0.715,227.905,-118.713,91.064
-1.226,0.009,0.755,221.130,-115.723,98.816
-1.070,0.188,0.740,223.999,-106.079,108.826
-0.978,0.325,0.705,232.178,-98.328,113.342
-0.882,0.452,0.619,238.892,-92.834,106.140
-0.817,0.574,0.485,245.789,-91.187,93.079
-0.785,0.693,0.298,250.854,-90.576,79.468
-0.786,0.803,0.134,252.869,-94.910,64.880
-0.743,0.995,-0.041,253.357,-110.840,49.622
-0.687,1.280,-0.141,249.634,-133.545,36.255
-0.552,1.656,-0.177,239.075,-160.278,22.705
-0.447,2.075,-0.068,224.182,-188.660,10.010
-0.411,2.507,0.141,202.698,-212.524,-2.197
-0.338,2.900,0.468,170.105,-234.985,-19.836
-0.312,3.111,0.900,124.023,-262.451,-51.025
-0.230,3.046,1.342,72.510,-288.086,-94.177
-0.001,2.935,1.776,30.518,-309.326,-131.897
0.448,2.979,2.067,3.967,-325.928,-148.193
0.804,3.144,2.249,-27.344,-321.716,-150.635
1.002,3.225,2.409,-82.703,-311.768,-161.255
0.994,3.080,2.428,-154.480,-304.687,-181.885
1.183,2.669,2.480,-222.046,-293.579,-202.271
1.535,1.694,2.372,-273.987,-281.311,-235.168
1.567,0.086,2.261,-293.762,-266.663,-281.555
2.484,-0.838,2.205,-273.315,-248.657,-312.378
2.657,-1.608,2.072,-259.033,-217.346,-317.139
2.772,-2.374,2.003,-263.916,-174.377,-304.321
2.723,-2.736,1.886,-258.850,-127.380,-266.846
2.618,-2.605,1.892,-243.958,-84.839,-218.567
2.337,-2.452,1.846,-231.445,-44.922,-178.284
1.863,-2.275,1.704,-222.900,-2.380,-151.245
1.426,-2.215,1.490,-203.064,37.598,-136.414
1.121,-2.215,1.273,-172.668,67.932,-128.052
0.830,-2.167,1.109,-143.066,83.130,-118.896
0.650,-2.190,0.853,-115.051,76.721,-117.188
0.606,-2.193,0.653,-89.783,61.523,-116.272
0.553,-2.128,0.547,-72.571,42.725,-104.004
0.536,-2.022,0.455,-66.284,19.409,-87.646
0.519,-1.872,0.409,-62.317,-3.052,-70.923
0.514,-1.655,0.514,-53.101,-18.677,-56.641
0.521,-1.469,0.638,-40.710,-22.949,-46.570
0.535,-1.340,0.696,-31.555,-14.282,-39.246
0.514,-1.234,0.703,-24.536,0.061,-30.029
0.463,-1.121,0.659,-18.433,12.512,-17.761
0.423,-1.025,0.593,-13.245,22.766,-6.409
0.384,-0.928,0.566,-9.827,26.489,2.014
0.376,-0.844,0.564,-9.705,21.362,8.667
0.400,-0.787,0.555,-11.841,12.695,13.367
0.419,-0.724,0.575,-12.756,6.287,18.372
0.447,-0.608,0.622,-11.658,2.625,23.804
0.493,-0.541,0.665,-9.460,2.197,27.344
0.521,-0.492,0.646,-10.376,5.188,28.625
0.529,-0.403,0.621,-10.376,11.047,30.884
0.549,-0.326,0.593,-10.254,14.587,30.579
0.564,-0.281,0.558,-12.817,17.639,28.442
0.584,-0.264,0.531,-16.357,20.203,25.391
0.604,-0.264,0.509,-16.968,22.156,20.996
0.629,-0.282,0.491,-16.479,24.109,15.137
0.651,-0.324,0.464,-17.639,26.489,9.521
0.671,-0.365,0.446,-19.958,28.687,5.798
0.702,-0.400,0.436,-22.766,29.846,3.174
0.745,-0.439,0.446,-25.391,31.250,0.732
0.772,-0.478,0.473,-26.855,34.790,-0.671
0.777,-0.476,0.508,-27.283,40.894,-0.549
0.775,-0.459,0.505,-26.184,47.058,0.183
0.792,-0.430,0.490,-25.513,52.063,-0.183
0.774,-0.426,0.455,-24.109,54.993,-1.099
0.764,-0.419,0.428,-21.484,54.260,-2.014
0.767,-0.408,0.414,-17.029,48.706,-3.052
0.769,-0.424,0.414,-13.672,41.138,-4.517
0.792,-0.439,0.467,-12.756,34.241,-5.737
0.823,-0.455,0.531,-15.503,29.541,-5.798
0.847,-0.487,0.582,-21.606,29.175,-4.333
0.852,-0.517,0.598,-27.100,33.997,-1.953
0.809,-0.554,0.578,-28.015,41.992,1.709
0.786,-0.569,0.547,-22.400,48.035,5.981
0.848,-0.529,0.530,-10.925,50.232,11.475
0.758,-0.461,0.498,-2.686,47.058,18.799
0.778,-0.382,0.482,-2.991,46.387,22.583
0.789,-0.345,0.439,-8.423,43.396,23.010
0.769,-0.332,0.402,-12.329,37.292,22.156
0.760,-0.323,0.381,-11.902,30.823,18.921
0.112,2.860,0.834,111.023,-33.020,137.146
0.016,3.706,0.877,45.837,-54.260,147.461
0.010,4.000,0.823,-31.433,-78.308,130.676
0.102,4.000,0.881,-98.206,-107.300,72.266
0.260,4.000,1.155,-140.991,-138.672,-22.644
0.398,4.000,1.501,-162.109,-156.250,-130.554
0.592,3.561,1.894,-175.415,-158.203,-221.558
0.843,2.811,2.292,-196.289,-147.827,-282.654
1.104,2.106,2.592,-236.389,-125.000,-313.049
1.388,1.407,2.729,-284.546,-89.233,-327.026
1.644,0.705,2.862,-324.951,-47.302,-340.759
1.817,-0.288,2.946,-347.412,0.549,-369.324
2.021,-1.565,2.819,-336.731,56.885,-413.696
2.218,-3.064,2.465,-283.264,126.953,-463.867
2.371,-4.000,2.041,-198.853,209.717,-484.680
2.332,-4.000,1.485,-120.850,283.264,-437.439
2.183,-4.000,0.697,-78.369,338.196,-346.252
2.022,-4.000,0.012,-60.242,358.582,-248.291
1.892,-4.000,-0.338,-45.532,337.463,-170.044
1.871,-4.000,-0.336,-24.414,299.133,-133.057
1.710,-4.000,-0.147,18.311,271.851,-132.080
1.477,-4.000,0.113,85.632,258.423,-127.686
1.277,-3.850,0.274,145.874,250.305,-107.483
1.047,-3.392,0.404,180.603,239.624,-78.735
0.828,-2.856,0.546,204.651,220.154,-47.546
0.597,-2.441,0.631,224.060,195.801,-25.696
0.303,-2.176,0.640,241.455,166.992,-21.545
-0.062,-1.950,0.677,264.893,125.854,-26.123
-0.466,-1.719,0.749,289.124,70.007,-27.161
-0.910,-1.477,0.975,301.453,10.498,-18.921
-1.313,-1.274,1.212,303.650,-36.621,-4.639
-1.655,-1.035,1.252,295.471,-64.087,15.442
-1.962,-0.745,1.232,275.269,-76.660,38.391
-2.203,-0.506,1.211,255.127,-85.449,58.044
-2.334,-0.333,1.173,240.417,-95.642,71.899
-2.291,-0.148,1.100,231.995,-103.699,80.566
-2.197,-0.102,0.934,230.286,-105.896,84.900
-2.092,-0.050,0.716,228.455,-101.624,88.257
-1.964,0.118,0.477,227.783,-99.976,99.121
-1.817,0.258,0.276,227.905,-106.934,104.858
-1.628,0.320,0.139,222.900,-122.070,100.037
-1.434,0.341,0.087,212.158,-141.479,92.041
-1.249,0.314,0.103,198.425,-161.621,85.632
-1.089,0.214,0.160,184.875,-178.162,81.299
-0.916,0.161,0.238,175.110,-189.087,77.515
-0.765,0.171,0.302,172.668,-190.918,78.186
-0.553,0.278,0.423,175.842,-181.702,79.895
-0.314,0.376,0.476,177.002,-162.964,78.430
-0.182,0.411,0.457,168.823,-141.663,76.416
-0.158,0.453,0.405,153.320,-125.671,76.965
-0.045,0.552,0.361,140.015,-120.911,82.214
0.055,0.688,0.375,131.531,-123.230,91.736
0.051,0.897,0.436,123.108,-124.268,101.379
0.073,1.145,0.553,115.601,-125.793,104.065
0.127,1.344,0.645,107.666,-124.268,99.792
0.128,1.479,0.720,92.224,-115.173,92.651
0.159,1.672,0.873,68.420,-104.187,82.397
0.256,1.839,0.959,39.490,-95.581,73.181
0.382,2.000,0.988,6.958,-88.440,68.237
0.583,2.195,1.002,-20.935,-85.815,59.265
0.826,2.373,1.061,-37.476,-91.614,42.358
1.026,2.402,1.099,-49.622,-97.351,22.034
1.148,2.286,1.110,-67.932,-99.182,2.991
1.181,2.112,1.135,-90.027,-98.389,-6.836
1.196,1.938,1.073,-114.258,-93.262,-4.578
1.180,1.862,0.904,-135.925,-84.351,6.470
1.269,1.997,0.775,-145.630,-77.209,17.944
1.566,2.085,0.536,-156.494,-72.754,14.771
1.870,1.906,0.295,-175.476,-71.167,-11.108
2.133,1.604,0.247,-180.237,-71.655,-49.744
2.743,1.264,0.549,-182.129,-70.679,-81.482
2.358,0.944,0.476,-203.186,-54.871,-88.562
2.347,0.576,0.596,-186.890,-58.777,-108.215
2.233,0.512,0.833,-203.613,-66.895,-108.337
2.004,0.314,0.892,-237.244,-58.472,-107.971
1.929,0.069,0.868,-261.353,-43.884,-115.112
1.873,-0.288,0.827,-261.536,-25.574,-138.245
1.896,-0.789,0.802,-240.417,-5.066,-169.312
1.894,-1.370,0.738,-212.097,18.311,-193.359
1.811,-1.786,0.613,-182.861,45.410,-194.092
1.755,-1.889,0.429,-164.124,67.200,-170.288
1.666,-1.845,0.229,-160.461,69.092,-139.099
1.593,-1.818,0.111,-162.720,52.368,-112.366
1.569,-1.838,0.102,-156.006,27.222,-100.464
1.534,-1.936,0.278,-136.292,-4.395,-101.868
1.430,-2.045,0.621,-117.249,-28.320,-99.609
1.278,-2.081,0.891,-103.333,-31.311,-82.214
1.139,-1.982,0.981,-90.210,-11.475,-52.185
1.028,-1.734,0.861,-69.153,23.865,-20.203
0.874,-1.408,0.659,-43.457,59.448,3.967
0.732,-1.102,0.417,-22.034,81.299,13.611
0.677,-0.850,0.256,-5.188,87.524,7.141
0.615,-0.661,0.159,9.766,72.571,0.610
0.594,-0.526,0.122,15.198,50.232,0.000
0.594,-0.427,0.133,8.728,30.518,2.075
0.599,-0.361,0.135,0.305,12.695,3.845
0.613,-0.318,0.173,-2.563,-2.197,2.258
0.636,-0.320,0.277,-0.916,-14.404,-1.038
0.692,-0.348,0.396,-0.793,-19.958,-3.235
0.740,-0.366,0.448,-3.235,-17.334,-2.075
0.772,-0.334,0.453,-4.333,-9.583,3.418
0.801,-0.255,0.411,-4.333,-0.916,9.705
0.822,-0.146,0.344,-5.127,5.859,13.733
0.832,-0.067,0.271,-7.629,10.437,13.489
0.835,-0.026,0.204,-10.376,12.329,9.094
0.846,-0.027,0.128,-10.437,12.512,2.014
0.851,-0.057,0.064,-9.460,11.475,-4.333
0.855,-0.114,0.012,-9.216,8.179,-9.827
0.877,-0.183,-0.022,-9.827,3.357,-13.367
0.904,-0.247,-0.036,-10.620,-1.160,-14.587
0.927,-0.305,-0.038,-11.597,-5.005,-13.733
0.965,-0.353,-0.009,-12.573,-8.789,-11.414
1.002,-0.365,0.035,-12.451,-11.536,-7.385
1.040,-0.362,0.077,-13.123,-12.085,-2.625
1.070,-0.345,0.119,-14.893,-10.071,2.319
1.090,-0.312,0.144,-15.076,-7.263,5.493
1.103,-0.293,0.162,-13.977,-5.188,5.554
1.099,-0.288,0.171,-13.916,-2.686,4.028
1.084,-0.300,0.167,-15.015,-0.977,1.709
-0.196,2.787,-0.232,-43.030,-126.099,83.191
-0.201,3.236,-0.288,-78.491,-161.194,48.706
-0.149,3.409,-0.142,-96.802,-199.341,-16.785
-0.008,3.316,0.211,-96.741,-231.018,-96.558
0.228,3.108,0.657,-90.393,-248.474,-171.753
0.527,2.766,1.141,-91.980,-248.901,-233.887
0.821,2.360,1.559,-105.835,-231.873,-275.818
1.093,1.848,1.877,-133.057,-200.256,-310.974
1.326,1.246,2.090,-159.241,-163.269,-343.201
1.498,0.387,2.373,-169.983,-116.577,-375.916
1.708,-0.733,2.576,-172.119,-57.068,-418.457
1.920,-2.020,2.566,-158.142,10.010,-458.008
2.132,-3.216,2.400,-126.465,83.374,-460.205
2.230,-3.976,2.261,-93.750,145.569,-422.363
2.317,-4.000,2.190,-66.956,183.777,-362.976
2.214,-4.000,2.104,-61.218,196.716,-294.312
2.075,-4.000,2.028,-62.805,208.130,-230.652
1.831,-4.000,1.934,-47.913,218.628,-184.143
1.576,-3.831,1.844,-8.179,229.736,-151.489
1.341,-3.630,1.669,39.063,239.502,-130.066
1.104,-3.359,1.403,80.688,245.544,-109.497
0.866,-2.972,1.224,105.530,248.108,-80.322
0.627,-2.567,1.103,118.896,239.685,-46.753
0.432,-2.253,1.056,120.972,219.421,-22.949
0.328,-2.046,0.997,120.605,193.665,-11.902
0.269,-1.845,0.996,123.840,169.861,-4.028
0.166,-1.619,1.055,126.099,149.841,7.019
0.061,-1.424,1.095,123.047,133.057,18.433
-0.034,-1.179,1.135,124.634,119.812,26.733
-0.177,-0.932,1.129,143.860,113.281,29.785
-0.326,-0.686,1.077,170.959,111.816,30.151
-0.459,-0.477,0.970,195.496,110.291,29.236
-0.610,-0.377,0.774,211.731,108.459,26.306
-0.846,-0.478,0.493,215.393,106.750,19.653
-1.140,-0.628,0.195,211.060,100.708,13.916
