aX,aY,aZ,gX,gY,gZ
-0.933,0.164,0.603,-167.908,-26.794,10.376
-0.944,0.127,0.607,-168.762,-36.621,17.334
-0.954,0.094,0.578,-166.931,-44.067,20.386
-0.943,0.049,0.510,-163.147,-50.354,20.691
-0.907,0.035,0.459,-160.095,-57.739,16.785
-0.848,-0.001,0.434,-153.687,-68.054,7.812
-0.774,-0.069,0.395,-141.602,-78.735,-3.845
-0.710,-0.134,0.371,-127.869,-85.266,-17.578
-0.662,-0.196,0.349,-115.601,-86.914,-30.701
-0.609,-0.237,0.312,-106.934,-85.205,-39.429
-0.570,-0.270,0.244,-102.844,-81.665,-43.091
-0.533,-0.295,0.167,-103.760,-76.233,-42.603
-0.496,-0.324,0.098,-107.605,-71.655,-39.795
-0.483,-0.349,0.049,-112.732,-69.702,-36.743
-0.435,-0.370,-0.005,-118.347,-71.045,-34.973
-0.386,-0.400,-0.052,-123.352,-77.332,-35.095
-0.356,-0.439,-0.091,-127.686,-84.961,-38.086
-0.311,-0.497,-0.110,-129.639,-91.797,-42.358
-0.278,-0.562,-0.137,-126.770,-98.511,-46.082
-0.262,-0.670,-0.100,-123.901,-104.492,-50.781
-0.234,-0.714,-0.044,-119.507,-108.582,-53.650
-0.222,-0.756,-0.023,-110.718,-114.624,-54.016
-0.156,-0.818,-0.018,-106.140,-123.657,-52.673
-0.075,-0.905,0.060,-108.521,-132.874,-48.279
0.017,-0.975,0.082,-111.755,-139.343,-42.603
0.193,-1.063,0.103,-111.389,-146.240,-39.307
0.438,-1.213,0.087,-104.431,-156.555,-38.513
0.571,-1.343,0.079,-85.632,-167.908,-43.884
0.702,-1.512,0.150,-63.904,-171.143,-60.608
0.815,-1.621,0.306,-45.471,-166.199,-84.900
0.867,-1.758,0.449,-25.879,-162.964,-104.431
0.853,-1.929,0.482,-7.507,-156.311,-119.934
0.817,-2.051,0.472,5.371,-141.113,-130.371
0.863,-2.169,0.378,13.000,-127.502,-132.385
0.937,-2.268,0.296,18.433,-124.756,-125.122
1.098,-2.348,0.212,23.132,-125.305,-112.976
1.313,-2.493,0.152,29.114,-127.502,-101.807
1.480,-2.702,0.203,39.734,-137.146,-94.543
1.618,-2.955,0.334,55.664,-148.193,-86.670
1.672,-3.217,0.526,75.562,-152.771,-70.007
1.680,-3.378,0.741,92.407,-148.987,-38.330
1.710,-3.342,0.984,104.675,-140.625,6.592
1.752,-3.002,1.181,119.080,-127.136,57.617
1.771,-2.471,1.282,144.348,-112.244,109.375
1.795,-1.891,1.305,175.354,-100.830,162.048
1.809,-1.313,1.346,198.181,-90.149,212.524
1.886,-0.762,1.430,206.848,-74.097,249.878
1.979,-0.312,1.544,208.374,-60.669,271.667
1.989,0.101,1.715,200.623,-49.500,284.790
2.019,0.496,1.916,183.899,-27.039,294.861
2.031,0.928,2.033,169.250,7.812,305.542
2.062,1.485,2.118,157.227,41.138,316.162
2.057,1.996,2.096,147.644,61.890,311.096
2.002,2.328,1.874,142.395,77.087,283.813
1.894,2.419,1.611,137.878,96.191,232.117
1.671,2.300,1.394,139.465,115.112,161.865
1.343,2.174,1.190,148.560,127.808,93.628
1.034,2.096,0.917,157.837,130.066,51.086
0.843,2.091,0.664,148.254,120.728,40.955
0.710,2.181,0.450,115.234,111.511,54.749
0.664,2.252,0.274,71.167,108.459,76.172
0.634,2.241,0.141,31.372,106.201,82.397
0.582,2.134,0.037,7.568,97.412,63.782
0.120,1.991,-0.338,1.770,86.731,25.757
0.738,1.705,0.093,5.676,87.158,-13.672
0.248,1.216,0.068,13.672,-12.939,-67.810
0.337,0.959,0.059,29.663,-44.434,-103.271
0.386,0.613,0.340,45.349,-35.706,-116.394
0.348,0.414,0.554,57.495,-31.494,-115.784
0.393,0.324,0.622,60.120,-30.579,-91.431
0.400,0.334,0.530,51.758,-16.907,-48.462
0.518,0.391,0.470,28.625,8.362,-0.305
0.523,0.479,0.435,0.610,18.311,33.264
0.572,0.518,0.332,-15.747,20.996,48.157
0.650,0.532,0.257,-15.442,25.574,47.485
0.657,0.493,0.198,-6.348,21.851,31.738
0.679,0.426,0.157,3.052,9.766,10.315
0.685,0.336,0.141,10.681,-4.395,-9.399
0.703,0.272,0.138,15.930,-13.489,-21.912
0.715,0.220,0.151,17.395,-19.409,-25.269
0.722,0.209,0.215,14.465,-22.888,-20.569
0.746,0.242,0.254,9.033,-19.043,-10.498
0.770,0.282,0.250,1.587,-11.353,1.831
0.786,0.326,0.215,-8.362,-6.104,12.939
0.817,0.352,0.171,-17.273,-2.991,18.066
1.131,-1.835,0.253,15.442,-116.821,-102.722
1.399,-2.141,0.327,32.776,-117.004,-76.599
1.724,-2.248,0.419,49.988,-113.037,-24.475
2.078,-2.005,0.659,66.833,-105.774,44.556
2.508,-1.473,0.909,87.280,-88.928,111.816
2.838,-0.839,1.128,107.056,-61.768,161.865
3.094,-0.126,1.310,114.136,-23.804,191.895
3.229,0.535,1.395,111.511,24.536,203.857
3.265,1.035,1.347,101.990,74.097,199.646
3.276,1.359,1.235,84.778,113.403,183.044
3.204,1.552,1.142,70.313,142.578,158.813
3.042,1.702,1.059,62.744,168.884,132.568
2.744,1.832,1.010,54.993,192.078,111.633
2.455,1.979,0.947,40.649,213.318,102.112
2.217,2.091,0.824,18.005,230.591,102.661
2.024,2.143,0.711,-10.437,243.958,103.210
1.878,2.159,0.639,-37.537,255.188,95.642
1.733,2.136,0.594,-57.556,260.986,79.041
1.549,2.069,0.593,-71.777,259.705,56.091
1.347,1.996,0.610,-81.421,253.357,33.203
1.120,1.945,0.609,-87.402,242.859,15.564
0.891,1.901,0.593,-95.459,227.905,2.197
0.671,1.812,0.600,-106.995,207.886,-8.362
0.473,1.680,0.638,-116.394,186.340,-16.785
0.305,1.532,0.693,-121.826,165.894,-21.240
0.175,1.460,0.782,-125.549,148.010,-21.057
0.082,1.383,0.814,-130.981,135.803,-18.066
0.000,1.298,0.805,-138.916,129.150,-13.916
-0.074,1.189,0.791,-147.583,126.831,-9.766
-0.143,1.093,0.775,-151.184,124.756,-4.822
-0.183,1.031,0.762,-148.254,121.521,-0.366
-0.176,1.032,0.759,-142.944,117.615,5.127
-0.195,1.052,0.783,-139.648,111.572,9.705
-0.212,1.047,0.833,-138.611,102.722,11.047
-0.222,0.992,0.898,-138.123,89.844,7.935
-0.241,0.880,0.951,-134.155,75.195,-0.244
-0.255,0.743,0.965,-125.183,61.890,-10.681
-0.283,0.612,0.925,-115.051,51.880,-19.104
-0.322,0.501,0.899,-108.948,44.189,-24.963
-0.341,0.366,0.826,-104.248,37.415,-26.733
-0.391,0.265,0.727,-103.882,31.555,-18.799
-0.418,0.162,0.681,-112.793,28.198,-2.686
-0.421,0.064,0.632,-127.441,27.588,18.799
-0.433,-0.014,0.561,-143.005,28.137,39.917
-0.462,-0.091,0.484,-156.677,26.001,56.396
-0.488,-0.179,0.407,-161.438,18.066,64.575
-0.517,-0.276,0.352,-154.663,5.432,60.242
-0.588,-0.377,0.273,-138.000,-7.996,46.936
-0.649,-0.543,0.204,-121.338,-20.142,34.546
-0.691,-0.696,0.098,-112.610,-29.541,33.997
-0.719,-0.833,-0.043,-113.098,-35.767,43.396
-0.760,-0.961,-0.148,-122.681,-40.222,61.523
-0.769,-0.996,-0.222,-139.771,-44.556,90.210
-0.723,-0.983,-0.230,-157.166,-54.382,119.202
-0.611,-0.947,-0.228,-165.466,-70.251,135.071
-0.518,-0.927,-0.236,-156.372,-87.463,133.362
-0.441,-0.961,-0.181,-133.667,-101.868,115.967
-0.373,-0.981,-0.154,-99.915,-112.000,90.271
-0.342,-1.041,-0.166,-62.012,-119.995,60.608
-0.327,-1.130,-0.140,-31.616,-125.916,34.241
-0.327,-1.253,-0.143,-13.428,-128.174,17.578
-0.304,-1.359,-0.195,-11.292,-132.080,14.160
-0.256,-1.444,-0.204,-21.240,-140.686,20.752
-0.154,-1.477,-0.165,-32.471,-148.987,29.968
-0.043,-1.479,-0.180,-33.325,-154.419,33.508
0.090,-1.440,-0.291,-21.545,-163.757,25.391
0.274,-1.427,-0.397,-0.916,-180.054,6.104
0.452,-1.479,-0.440,25.391,-199.158,-19.226
0.620,-1.586,-0.330,51.270,-218.750,-48.706
0.818,-1.689,-0.121,70.984,-236.206,-75.134
0.998,-1.800,0.127,85.632,-246.094,-91.492
1.131,-1.899,0.393,94.604,-247.925,-96.802
1.237,-1.918,0.555,101.013,-241.699,-93.018
1.534,-1.958,0.694,106.628,-222.046,-86.609
1.598,-1.926,0.651,109.802,-215.210,-76.904
1.888,-1.910,0.637,117.920,-206.726,-56.580
2.206,-1.843,0.852,125.122,-196.777,-39.246
2.351,-1.599,1.107,134.338,-192.566,-24.170
2.439,-1.384,1.224,149.658,-184.631,0.427
2.601,-1.092,1.461,161.377,-152.893,25.696
2.691,-0.733,1.646,159.729,-108.337,43.030
2.703,-0.324,1.700,156.433,-70.068,60.303
2.655,0.076,1.671,155.823,-48.950,73.853
2.574,0.412,1.537,153.625,-40.161,81.909
2.509,0.703,1.359,150.452,-32.104,84.717
2.440,0.975,1.199,147.522,-21.484,84.717
2.361,1.258,1.094,140.015,-14.709,83.191
2.330,1.437,1.058,123.291,-17.090,80.444
2.257,1.536,1.051,107.361,-23.071,73.792
2.184,1.561,0.987,103.394,-8.545,57.007
2.088,1.470,0.944,108.459,13.855,28.625
1.900,1.309,0.920,115.173,15.076,-8.057
1.661,1.161,0.847,127.686,4.578,-43.091
1.460,1.096,0.705,143.127,1.465,-56.519
1.347,1.130,0.590,143.860,7.080,-43.640
1.309,1.150,0.523,123.596,13.733,-18.127
1.181,1.220,0.516,91.858,21.790,0.122
1.111,1.213,0.471,63.416,29.297,15.442
1.074,1.148,0.435,43.518,31.494,18.188
0.954,1.062,0.381,31.067,31.067,5.188
0.556,0.857,-0.029,26.428,44.067,-12.390
1.109,0.768,0.420,23.865,69.153,-22.095
0.603,0.482,0.280,25.269,-15.076,-37.415
0.588,0.360,0.207,30.640,-32.227,-47.852
0.673,0.294,0.275,31.494,-12.329,-20.935
0.755,0.312,0.415,27.527,2.075,17.456
0.825,0.439,0.537,17.456,0.122,51.514
0.904,0.614,0.550,15.686,2.441,75.989
0.921,0.786,0.524,15.930,9.216,83.069
0.935,0.901,0.477,9.033,16.113,74.524
0.958,0.870,0.398,0.000,20.813,53.833
0.926,0.745,0.342,-4.883,21.362,22.400
0.874,0.590,0.296,-1.770,18.433,-14.038
0.810,0.428,0.227,8.911,11.719,-46.936
0.752,0.293,0.170,19.897,1.770,-68.420
0.725,0.168,0.140,25.940,-7.935,-73.425
0.724,0.061,0.168,25.330,-13.916,-62.805
0.744,0.002,0.218,19.287,-15.015,-40.588
0.775,-0.004,0.244,11.902,-12.512,-15.625
1.355,-2.105,0.045,80.933,-107.422,-37.781
1.614,-2.419,0.250,95.154,-105.347,-35.278
1.880,-2.547,0.421,111.267,-93.323,-16.052
2.095,-2.296,0.521,125.488,-71.472,21.179
2.406,-1.750,0.620,124.695,-43.213,73.914
2.676,-1.033,0.781,109.070,-15.808,128.113
2.952,-0.172,1.015,86.060,12.634,170.898
3.242,0.699,1.082,68.848,41.626,193.420
3.412,1.403,1.123,54.810,71.106,190.125
3.490,1.899,1.212,41.626,108.765,166.870
3.455,2.193,1.257,37.231,144.348,135.071
3.246,2.304,1.288,38.635,173.157,104.187
2.939,2.360,1.342,37.598,197.449,83.740
2.596,2.423,1.358,25.696,217.407,80.505
2.241,2.451,1.333,2.075,234.314,85.815
1.841,2.474,1.298,-24.963,248.962,87.769
1.465,2.483,1.195,-48.584,257.874,84.045
1.156,2.457,1.049,-69.702,256.226,74.890
0.872,2.425,0.957,-90.698,250.610,59.814
0.634,2.376,0.868,-110.413,241.882,44.067
0.381,2.344,0.842,-127.625,225.891,30.701
0.136,2.264,0.793,-138.855,203.918,20.691
-0.064,2.106,0.775,-142.273,177.307,10.803
-0.260,1.902,0.741,-137.146,148.315,1.404
-0.403,1.702,0.693,-130.676,121.521,-4.517
-0.523,1.561,0.695,-130.432,98.694,-5.615
-0.600,1.461,0.741,-138.123,83.618,-1.404
-0.669,1.349,0.767,-147.278,76.904,5.066
-0.750,1.269,0.790,-154.053,72.876,13.977
-0.752,1.219,0.811,-159.607,69.702,24.719
-0.723,1.116,0.810,-162.292,68.665,29.480
-0.795,0.992,0.821,-160.767,68.787,24.170
-0.854,0.818,0.757,-154.846,63.965,13.794
-0.895,0.623,0.714,-140.503,44.495,-0.610
-0.941,0.460,0.694,-113.892,17.395,-22.461
-1.018,0.252,0.662,-77.942,-10.010,-49.255
-1.113,-0.003,0.613,-50.232,-32.776,-71.228
-1.206,-0.321,0.554,-50.598,-45.654,-74.036
-1.272,-0.646,0.553,-84.412,-47.668,-44.312
-1.259,-0.875,0.567,-132.141,-41.992,10.559
-1.138,-1.011,0.553,-172.852,-31.677,66.528
-0.975,-1.083,0.520,-195.740,-23.865,101.257
-0.883,-1.141,0.496,-192.261,-21.362,109.009
-0.818,-1.152,0.406,-161.072,-24.902,95.093
-0.782,-1.199,0.205,-117.676,-39.551,68.115
-0.752,-1.304,-0.022,-79.224,-65.796,41.321
-0.752,-1.378,-0.190,-57.129,-91.187,24.841
-0.734,-1.427,-0.291,-54.077,-108.337,21.423
-0.685,-1.490,-0.332,-67.688,-122.070,30.457
-0.604,-1.501,-0.306,-89.905,-133.545,49.316
-0.477,-1.439,-0.192,-106.628,-142.029,66.711
-0.235,-1.392,-0.088,-105.042,-149.841,72.327
0.012,-1.345,-0.026,-79.956,-158.020,64.941
0.156,-1.238,-0.050,-39.063,-160.339,45.471
0.295,-1.148,-0.153,1.282,-157.166,18.799
0.394,-1.089,-0.291,33.020,-154.724,-9.399
0.412,-1.030,-0.398,54.016,-156.555,-36.194
0.493,-0.998,-0.401,61.279,-164.307,-61.707
0.632,-1.058,-0.271,56.274,-178.101,-83.252
0.781,-1.167,-0.061,47.913,-194.031,-96.924
1.039,-1.301,0.201,44.250,-208.679,-99.121
1.338,-1.390,0.450,54.565,-212.708,-90.393
1.515,-1.329,0.553,76.050,-199.585,-79.529
1.607,-1.162,0.463,93.994,-179.443,-69.519
1.725,-0.932,0.355,100.098,-166.443,-57.800
1.737,-0.801,0.195,95.947,-157.837,-49.316
1.951,-0.687,0.191,80.811,-139.282,-58.838
2.205,-0.678,0.345,55.481,-129.883,-67.444
2.369,-0.778,0.603,32.166,-137.146,-64.758
2.486,-0.939,0.833,22.888,-143.738,-59.814
2.666,-0.982,1.060,29.175,-128.845,-57.434
2.756,-0.930,1.232,46.387,-101.563,-54.321
2.696,-0.824,1.319,67.444,-74.280,-51.880
2.593,-0.721,1.248,86.182,-43.884,-50.598
2.459,-0.646,1.107,98.633,-18.250,-43.457
2.289,-0.532,0.968,102.905,-0.244,-28.442
2.153,-0.388,0.846,101.501,8.057,-8.179
2.091,-0.218,0.745,101.318,12.146,17.700
2.049,-0.012,0.712,105.591,18.066,49.011
1.990,0.180,0.727,110.474,22.095,79.285
1.936,0.357,0.775,112.305,25.024,102.783
1.913,0.443,0.859,115.295,34.363,113.464
1.782,0.539,0.949,124.695,46.753,109.131
1.594,0.687,1.004,133.911,60.486,103.027
1.478,0.855,1.057,135.681,73.730,108.521
1.409,1.068,1.053,130.859,81.665,122.803
1.296,1.287,0.951,120.728,78.979,133.972
1.255,1.483,0.831,106.018,64.026,132.812
1.229,1.528,0.705,89.661,46.509,115.234
1.129,1.431,0.574,79.956,41.199,84.717
0.995,1.288,0.460,75.134,49.561,51.208
0.867,1.129,0.405,71.289,54.077,27.161
0.756,0.998,0.390,68.176,45.837,15.442
0.661,0.943,0.309,67.078,34.241,17.212
0.603,0.959,0.220,64.758,26.306,30.701
0.837,0.902,0.282,55.176,23.499,47.668
0.578,0.942,0.159,45.044,17.517,59.387
0.897,1.177,0.380,38.635,46.082,55.237
0.714,1.046,0.383,27.466,2.441,39.429
0.777,1.040,0.349,20.386,-5.249,12.329
0.916,0.852,0.373,21.729,20.630,-7.019
0.804,0.708,0.445,22.034,22.888,-26.794
0.736,0.616,0.368,18.860,10.071,-38.391
0.712,0.526,0.280,18.555,4.944,-30.090
0.710,0.484,0.267,12.146,9.216,-10.437
0.714,0.498,0.288,3.357,14.343,10.986
0.739,0.535,0.276,1.282,14.954,26.062
0.731,0.560,0.239,3.174,6.897,28.259
0.719,0.560,0.180,5.493,-1.343,20.874
0.715,0.545,0.160,4.089,-6.714,8.850
0.773,0.509,0.225,0.000,-8.423,-4.578
0.746,0.461,0.278,-2.930,-11.841,-18.188
0.763,0.421,0.310,-3.174,-10.498,-27.466
0.760,0.384,0.295,-3.113,-8.118,-28.931
0.768,0.370,0.275,-6.531,-5.981,-23.315
0.791,0.353,0.285,-13.611,-5.676,-13.184
0.817,0.346,0.305,-19.958,-6.165,-3.357
0.840,0.342,0.314,-22.583,-6.958,3.296
0.854,0.326,0.313,-19.653,-8.179,5.249
1.647,-0.882,0.661,44.617,-65.735,-10.376
1.889,-0.926,0.712,55.725,-55.359,-2.930
2.132,-0.937,0.659,69.153,-43.457,7.629
2.335,-0.877,0.643,78.674,-30.701,24.536
2.486,-0.695,0.736,82.825,-13.916,45.044
2.627,-0.416,0.819,89.539,5.371,66.895
2.775,-0.068,0.849,98.999,20.630,85.815
2.941,0.295,0.854,104.675,33.630,94.116
3.076,0.606,0.875,107.178,50.049,88.928
3.194,0.864,0.971,109.314,68.909,72.083
3.251,1.074,1.085,107.910,88.501,53.284
3.202,1.173,1.252,98.206,109.436,39.673
2.976,1.183,1.411,81.787,135.071,34.607
2.675,1.222,1.430,67.505,161.865,43.396
2.361,1.293,1.343,53.650,182.861,63.904
1.981,1.451,1.231,35.828,201.904,90.515
1.739,1.611,1.129,15.137,220.825,118.042
1.385,1.813,0.964,-10.132,221.069,130.371
1.113,1.952,0.804,-36.926,221.985,132.202
0.924,2.034,0.776,-59.509,226.074,122.803
0.713,2.180,0.811,-79.956,218.506,104.553
0.544,2.332,0.825,-99.182,211.060,86.243
0.444,2.465,0.791,-118.164,209.595,72.510
0.349,2.543,0.732,-140.564,210.266,61.401
0.282,2.582,0.707,-164.429,209.473,46.021
0.140,2.457,0.712,-180.481,201.172,26.978
0.018,2.229,0.706,-185.730,179.993,5.005
-0.160,1.933,0.698,-174.866,148.010,-24.414
-0.298,1.564,0.583,-152.954,116.760,-54.077
-0.520,1.185,0.518,-133.972,87.524,-76.782
-0.782,0.865,0.517,-122.314,66.101,-84.656
-1.013,0.615,0.493,-121.338,47.485,-71.716
-1.146,0.416,0.498,-136.169,28.320,-39.429
-1.224,0.317,0.552,-160.645,15.564,3.357
-1.246,0.271,0.643,-185.913,10.620,44.373
-1.162,0.279,0.777,-204.590,7.629,73.547
-1.142,0.308,0.791,-208.191,8.545,82.520
-1.184,0.319,0.707,-199.097,11.047,74.097
-1.181,0.195,0.599,-181.702,6.592,57.373
-1.161,0.014,0.503,-153.564,-7.141,40.222
-1.112,-0.152,0.395,-112.244,-18.433,20.386
-1.118,-0.319,0.200,-69.519,-28.442,1.404
-1.119,-0.481,-0.014,-46.143,-43.945,-1.831
-1.065,-0.577,-0.164,-52.246,-58.472,17.517
-0.960,-0.623,-0.197,-83.862,-66.772,53.650
-0.826,-0.604,-0.116,-123.047,-70.313,92.651
-0.640,-0.565,-0.044,-150.818,-73.486,120.605
-0.443,-0.533,-0.004,-158.020,-82.520,129.028
-0.309,-0.544,0.037,-143.677,-97.290,114.929
-0.179,-0.653,0.121,-115.295,-111.755,85.205
-0.108,-0.759,0.154,-78.308,-120.605,54.077
-0.087,-0.810,0.089,-43.030,-124.695,26.672
-0.130,-0.865,-0.002,-21.606,-127.563,5.066
-0.184,-0.953,-0.074,-18.311,-130.249,-3.357
-0.173,-1.032,-0.120,-30.151,-132.202,5.127
0.003,-1.070,-0.155,-47.180,-136.475,22.278
0.177,-1.041,-0.143,-58.167,-146.423,37.659
0.338,-0.990,-0.123,-56.030,-155.579,45.593
0.605,-0.931,-0.090,-42.725,-159.851,43.518
0.787,-0.836,-0.081,-20.813,-159.973,30.823
0.817,-0.745,-0.060,2.075,-156.067,7.935
0.850,-0.719,-0.001,19.836,-149.475,-18.677
0.884,-0.750,0.106,30.212,-143.555,-44.006
0.898,-0.828,0.217,33.386,-140.991,-64.331
0.990,-0.969,0.294,36.133,-139.771,-78.064
1.070,-1.090,0.293,46.387,-139.709,-84.167
1.084,-1.090,0.287,61.340,-143.066,-84.534
1.115,-1.053,0.200,79.041,-151.306,-77.209
1.215,-0.981,0.157,93.079,-161.316,-62.317
1.403,-0.855,0.153,100.098,-163.635,-46.997
1.594,-0.661,0.210,96.130,-164.124,-40.405
1.818,-0.582,0.276,84.839,-158.386,-35.095
2.034,-0.650,0.477,72.998,-142.517,-40.466
2.182,-0.761,0.720,64.148,-119.873,-57.983
2.274,-0.824,0.878,68.420,-100.159,-74.341
2.345,-0.896,0.853,85.022,-80.811,-82.458
2.131,-0.923,0.766,101.807,-62.134,-85.083
2.030,-0.973,0.623,120.728,-36.682,-72.815
2.032,-0.938,0.529,132.019,-10.010,-49.316
1.996,-0.806,0.508,130.615,-1.526,-12.207
2.026,-0.528,0.582,119.934,-8.179,31.311
2.138,-0.235,0.726,103.882,-16.357,68.848
2.207,0.035,0.902,86.304,-17.090,91.553
2.219,0.257,0.999,77.515,-4.089,96.313
2.149,0.402,1.024,87.097,15.930,83.069
1.971,0.512,0.993,107.117,25.818,58.350
1.730,0.606,0.930,127.380,20.996,34.424
1.484,0.750,0.752,141.968,12.756,28.748
1.359,0.931,0.574,142.639,16.418,41.992
1.280,1.084,0.520,128.662,26.611,63.232
1.283,1.214,0.524,107.422,31.372,84.106
1.292,1.292,0.532,87.219,29.663,94.849
1.293,1.309,0.512,73.486,32.166,88.928
1.277,1.257,0.508,67.444,40.710,67.932
1.233,1.146,0.557,68.176,49.988,38.208
1.080,1.057,0.590,74.646,52.368,5.798
0.892,1.010,0.545,83.069,49.683,-14.893
0.808,1.003,0.461,85.327,44.434,-12.634
0.809,1.063,0.428,74.829,38.147,2.258
0.822,1.148,0.422,52.002,33.508,21.362
0.890,1.192,0.445,27.588,33.936,36.377
0.967,1.204,0.485,14.404,33.325,37.231
1.001,1.124,0.471,17.822,28.320,20.935
0.995,1.001,0.423,27.954,20.874,-8.850
0.869,0.914,0.426,38.391,9.338,-44.189
0.966,0.531,0.451,53.467,15.442,-72.449
0.810,0.423,0.389,65.247,13.794,-93.628
0.639,0.287,0.298,71.960,-9.399,-86.914
0.641,0.257,0.267,64.270,-7.202,-61.157
0.646,0.278,0.293,45.898,0.244,-20.325
0.666,0.386,0.303,23.315,4.395,19.775
0.694,0.497,0.302,5.615,4.456,48.523
0.745,0.602,0.266,-4.333,1.282,59.204
0.778,0.678,0.221,-6.714,-3.845,49.805
0.822,0.701,0.192,-3.113,-10.620,23.987
0.839,0.644,0.170,4.517,-19.714,-10.437
0.821,0.548,0.170,14.221,-29.297,-46.692
0.801,0.428,0.221,23.254,-37.109,-75.195
0.821,0.300,0.286,28.687,-39.734,-88.867
1.386,-1.803,0.265,65.857,-112.671,-56.580
1.687,-2.247,0.220,92.163,-107.910,-72.632
1.974,-2.475,0.185,110.413,-95.520,-61.340
2.332,-2.407,0.254,112.488,-78.125,-12.512
2.773,-1.913,0.572,103.943,-57.861,60.974
3.256,-1.104,0.967,93.994,-33.081,136.658
3.643,-0.088,1.403,84.167,-2.441,197.632
3.929,0.977,1.713,69.153,42.175,228.577
3.868,1.916,1.884,49.866,102.539,225.891
3.699,2.493,1.808,27.588,162.170,201.843
3.351,2.752,1.670,6.165,209.412,167.419
2.898,2.870,1.459,-4.333,247.864,133.423
2.427,2.924,1.219,-9.521,274.475,108.093
2.027,2.909,1.028,-21.484,282.227,90.698
1.704,2.830,0.947,-37.415,279.541,74.524
1.380,2.716,0.931,-49.927,273.499,53.711
1.052,2.557,0.895,-56.702,261.414,32.349
0.791,2.357,0.831,-63.232,242.859,13.428
0.525,2.141,0.777,-70.374,218.445,-2.075
0.259,1.959,0.716,-76.538,192.383,-12.939
0.039,1.818,0.644,-85.144,167.419,-16.846
-0.102,1.645,0.602,-105.652,143.616,-14.771
-0.224,1.472,0.659,-130.493,120.056,-12.207
-0.342,1.290,0.740,-141.357,99.426,-12.207
-0.423,1.091,0.837,-134.766,81.726,-12.085
-0.479,0.900,0.839,-118.713,70.068,-9.827
-0.553,0.728,0.747,-102.722,61.829,-5.859
-0.621,0.601,0.653,-93.445,56.946,3.052
-0.664,0.504,0.541,-89.294,54.749,18.494
-0.740,0.485,0.407,-87.708,50.903,36.560
-0.812,0.546,0.274,-88.379,40.833,52.673
-0.837,0.665,0.121,-96.375,22.644,66.101
-0.792,0.740,0.065,-123.108,1.038,74.829
-0.735,0.747,0.120,-157.654,-17.151,76.782
-0.683,0.724,0.243,-179.749,-28.931,70.374
-0.624,0.714,0.408,-185.791,-35.156,55.298
-0.552,0.675,0.549,-179.871,-35.645,34.058
-0.519,0.599,0.627,-166.687,-31.006,10.925
-0.483,0.484,0.657,-152.161,-20.935,-9.644
-0.448,0.375,0.586,-139.343,-4.089,-23.743
-0.441,0.281,0.482,-136.963,13.062,-29.846
-0.456,0.166,0.379,-143.677,24.048,-27.649
-0.428,0.056,0.280,-151.184,26.550,-19.714
-0.379,-0.002,0.163,-154.785,22.034,-9.094
-0.355,-0.033,0.060,-153.259,13.489,-1.404
-0.344,-0.024,-0.002,-149.841,1.221,1.526
-0.314,-0.018,-0.006,-145.142,-15.869,-0.366
-0.288,-0.040,0.049,-137.573,-36.255,-6.714
-0.249,-0.128,0.205,-129.272,-53.833,-17.273
-0.151,-0.232,0.330,-122.131,-62.439,-27.283
-0.085,-0.317,0.367,-117.004,-62.744,-33.569
-0.100,-0.402,0.358,-114.380,-58.105,-38.208
-0.145,-0.491,0.324,-114.502,-49.316,-40.894
-0.136,-0.599,0.241,-117.065,-38.025,-39.917
-0.082,-0.720,0.118,-120.361,-29.236,-36.255
-0.015,-0.827,0.020,-120.972,-25.696,-31.982
0.018,-0.964,-0.102,-113.464,-29.358,-30.518
0.004,-1.088,-0.216,-97.168,-41.870,-35.034
0.008,-1.141,-0.318,-79.163,-56.641,-42.847
-0.025,-1.156,-0.385,-61.401,-74.951,-52.612
-0.084,-1.189,-0.407,-44.495,-94.543,-64.636
-0.126,-1.260,-0.384,-32.410,-113.647,-73.364
-0.113,-1.375,-0.286,-26.428,-130.127,-75.439
-0.011,-1.510,-0.172,-21.973,-144.958,-70.618
0.200,-1.661,-0.099,-12.024,-158.508,-60.791
0.378,-1.775,-0.070,4.639,-169.983,-50.842
0.494,-1.833,-0.079,25.696,-174.011,-45.898
0.623,-1.814,-0.076,43.396,-176.941,-46.021
0.726,-1.760,-0.085,60.913,-185.547,-41.016
0.842,-1.695,-0.083,75.500,-197.815,-38.208
1.079,-1.604,0.036,77.698,-209.534,-37.781
1.342,-1.550,0.260,72.266,-219.360,-35.095
1.521,-1.571,0.503,70.740,-220.215,-31.433
1.708,-1.585,0.666,77.942,-207.458,-27.161
1.897,-1.570,0.769,91.187,-190.613,-23.499
2.039,-1.538,0.901,107.788,-175.659,-21.729
2.143,-1.497,1.001,126.160,-159.546,-16.663
2.204,-1.330,1.029,140.869,-141.602,1.404
2.224,-1.063,1.034,143.738,-120.361,31.067
2.244,-0.724,1.111,134.399,-94.604,66.772
2.356,-0.391,1.187,122.742,-67.566,99.304
2.426,-0.042,1.221,117.798,-45.044,118.652
2.424,0.236,1.215,123.901,-29.053,115.723
2.340,0.442,1.183,140.076,-18.921,92.346
2.145,0.626,1.070,158.813,-14.893,67.688
1.959,0.746,0.917,169.434,-9.766,55.176
1.810,0.844,0.779,169.128,-2.014,56.152
1.684,0.949,0.692,157.837,4.028,67.200
